accession,hmm_model,score,used_for_classification
VDL92842.1,H3.5,299.9,True
VDQ05070.1,H3.5,299.9,True
VDP95272.1,H3.5,299.9,True
VDP88502.1,H3.5,299.9,True
RTG90716.1,H3.5,299.9,True
VEL39125.1,H3.5,299.9,True
TGZ65619.1,H3.5,299.9,True
THD18137.1,H3.5,299.9,True
TNN09375.1,H3.5,299.9,True
TPP56083.1,H3.5,299.9,True
VUZ42625.1,H3.5,299.9,True
KAA0186484.1,H3.5,299.9,True
KAA3672530.1,H3.5,299.9,True
KAA3673272.1,H3.5,299.9,True
BAD90809.1,H3.5,297.8,True
BAD90754.1,H3.5,290.8,False
BAD90757.1,H3.5,290.8,False
BAD90809.1,H3.3,296.0,False
XP_009166091.1,H3.3,295.4,False
XP_012796725.1,H3.3,295.4,False
XP_018644337.1,H3.3,295.4,False
XP_024345796.1,H3.3,295.4,False
AAW24748.1,H3.3,295.4,False
CAX72005.1,H3.3,295.4,False
CAX72006.1,H3.3,295.4,False
CAX72007.1,H3.3,295.4,False
CAX72008.1,H3.3,295.4,False
CAX72009.1,H3.3,295.4,False
CAX72010.1,H3.3,295.4,False
CAX72011.1,H3.3,295.4,False
CAX72012.1,H3.3,295.4,False
CAX78697.1,H3.3,295.4,False
CAX78698.1,H3.3,295.4,False
CAX78700.1,H3.3,295.4,False
CAX78701.1,H3.3,295.4,False
CAX78702.1,H3.3,295.4,False
CAX78703.1,H3.3,295.4,False
CAX78704.1,H3.3,295.4,False
CAX78705.1,H3.3,295.4,False
CAX78706.1,H3.3,295.4,False
CAX78707.1,H3.3,295.4,False
CAX78708.1,H3.3,295.4,False
CAX78709.1,H3.3,295.4,False
CAX78710.1,H3.3,295.4,False
CAX78711.1,H3.3,295.4,False
CAX78712.1,H3.3,295.4,False
CAX78713.1,H3.3,295.4,False
CAX78714.1,H3.3,295.4,False
CAX78715.1,H3.3,295.4,False
CAX78716.1,H3.3,295.4,False
CAX75182.1,H3.3,295.4,False
CAX75183.1,H3.3,295.4,False
CAX75184.1,H3.3,295.4,False
CAX75185.1,H3.3,295.4,False
CAZ35552.1,H3.3,295.4,False
GAA29599.1,H3.3,295.4,False
AFL48195.1,H3.3,295.4,False
EUB54600.1,H3.3,295.4,False
KER30170.1,H3.3,295.4,False
CDS18053.1,H3.3,295.4,False
CDS25794.1,H3.3,295.4,False
KFM77247.1,H3.3,295.4,False
KGB36963.1,H3.3,295.4,False
CUT98752.1,H3.3,295.4,False
OON23760.1,H3.3,295.4,False
PAA53046.1,H3.3,295.4,False
PAA55972.1,H3.3,295.4,False
PAA59034.1,H3.3,295.4,False
PAA61031.1,H3.3,295.4,False
PAA70755.1,H3.3,295.4,False
PAA72044.1,H3.3,295.4,False
PAA82591.1,H3.3,295.4,False
PAA88027.1,H3.3,295.4,False
PAA90042.1,H3.3,295.4,False
PAA90091.1,H3.3,295.4,False
RJW65259.1,H3.3,295.4,False
VDM34336.1,H3.3,295.4,False
VDD82382.1,H3.3,295.4,False
VDK44646.1,H3.3,295.4,False
VDN96451.1,H3.3,295.4,False
VDL61714.1,H3.3,295.4,False
VDP46499.1,H3.3,295.4,False
VDO98277.1,H3.3,295.4,False
VDO77256.1,H3.3,295.4,False
VDN15689.1,H3.3,295.4,False
VDL92842.1,H3.3,295.4,False
VDQ05070.1,H3.3,295.4,False
VDP95272.1,H3.3,295.4,False
VDP88502.1,H3.3,295.4,False
RTG90716.1,H3.3,295.4,False
VEL39125.1,H3.3,295.4,False
TGZ65619.1,H3.3,295.4,False
THD18137.1,H3.3,295.4,False
TNN09375.1,H3.3,295.4,False
TPP56083.1,H3.3,295.4,False
VUZ42625.1,H3.3,295.4,False
KAA0186484.1,H3.3,295.4,False
KAA3672530.1,H3.3,295.4,False
KAA3673272.1,H3.3,295.4,False
BAD90754.1,H3.3,294.6,True
BAD90757.1,H3.3,294.6,True
NP_001013481.1,canonical_H2B,232.8,True
XP_002666990.1,canonical_H2B,232.8,True
XP_005172456.1,canonical_H2B,232.8,True
XP_005170789.1,canonical_H2B,232.8,True
XP_005163256.1,canonical_H2B,232.8,True
XP_009301957.1,canonical_H2B,232.8,True
XP_017212661.1,canonical_H2B,232.8,True
XP_030639555.1,canonical_H2B,232.8,True
XP_030639556.1,canonical_H2B,232.8,True
Q5BJA5.3,canonical_H2B,232.8,True
AAH91558.1,canonical_H2B,232.8,True
AAH95697.1,canonical_H2B,232.8,True
AAI52107.1,canonical_H2B,232.8,True
AAI64926.1,canonical_H2B,232.8,True
AAW24973.1,canonical_H2B,214.7,True
CAX70454.1,canonical_H2B,214.7,True
CAX70455.1,canonical_H2B,214.7,True
CAX75215.1,canonical_H2B,214.7,True
CAX75216.1,canonical_H2B,214.7,True
CAX75217.1,canonical_H2B,214.7,True
NP_001013481.1,subH2B,113.3,False
XP_002666990.1,subH2B,113.3,False
XP_005172456.1,subH2B,113.3,False
XP_005170789.1,subH2B,113.3,False
XP_005163256.1,subH2B,113.3,False
XP_009301957.1,subH2B,113.3,False
XP_017212661.1,subH2B,113.3,False
XP_030639555.1,subH2B,113.3,False
XP_030639556.1,subH2B,113.3,False
Q5BJA5.3,subH2B,113.3,False
AAH91558.1,subH2B,113.3,False
AAH95697.1,subH2B,113.3,False
AAI52107.1,subH2B,113.3,False
AAI64926.1,subH2B,113.3,False
AAW24973.1,subH2B,109.8,False
CAX70454.1,subH2B,109.8,False
CAX70455.1,subH2B,109.8,False
CAX75215.1,subH2B,109.8,False
CAX75216.1,subH2B,109.8,False
CAX75217.1,subH2B,109.8,False
NP_001013481.1,H2B.W,152.7,False
XP_002666990.1,H2B.W,152.7,False
XP_005172456.1,H2B.W,152.7,False
XP_005170789.1,H2B.W,152.7,False
XP_005163256.1,H2B.W,152.7,False
XP_009301957.1,H2B.W,152.7,False
XP_017212661.1,H2B.W,152.7,False
XP_030639555.1,H2B.W,152.7,False
XP_030639556.1,H2B.W,152.7,False
Q5BJA5.3,H2B.W,152.7,False
AAH91558.1,H2B.W,152.7,False
AAH95697.1,H2B.W,152.7,False
AAI52107.1,H2B.W,152.7,False
AAI64926.1,H2B.W,152.7,False
AAW24973.1,H2B.W,145.5,False
CAX70454.1,H2B.W,145.5,False
CAX70455.1,H2B.W,145.5,False
CAX75215.1,H2B.W,145.5,False
CAX75216.1,H2B.W,145.5,False
CAX75217.1,H2B.W,145.5,False
NP_001013481.1,sperm_H2B,207.4,False
XP_002666990.1,sperm_H2B,207.4,False
XP_005172456.1,sperm_H2B,207.4,False
XP_005170789.1,sperm_H2B,207.4,False
XP_005163256.1,sperm_H2B,207.4,False
XP_009301957.1,sperm_H2B,207.4,False
XP_017212661.1,sperm_H2B,207.4,False
XP_030639555.1,sperm_H2B,207.4,False
XP_030639556.1,sperm_H2B,207.4,False
Q5BJA5.3,sperm_H2B,207.4,False
AAH91558.1,sperm_H2B,207.4,False
AAH95697.1,sperm_H2B,207.4,False
AAI52107.1,sperm_H2B,207.4,False
AAI64926.1,sperm_H2B,207.4,False
AAW24973.1,sperm_H2B,199.4,False
CAX70454.1,sperm_H2B,199.4,False
CAX70455.1,sperm_H2B,199.4,False
CAX75215.1,sperm_H2B,199.4,False
CAX75216.1,sperm_H2B,199.4,False
CAX75217.1,sperm_H2B,199.4,False
NP_001013481.1,H2B.Z,174.5,False
XP_002666990.1,H2B.Z,174.5,False
XP_005172456.1,H2B.Z,174.5,False
XP_005170789.1,H2B.Z,174.5,False
XP_005163256.1,H2B.Z,174.5,False
XP_009301957.1,H2B.Z,174.5,False
XP_017212661.1,H2B.Z,174.5,False
XP_030639555.1,H2B.Z,174.5,False
XP_030639556.1,H2B.Z,174.5,False
Q5BJA5.3,H2B.Z,174.5,False
AAH91558.1,H2B.Z,174.5,False
AAH95697.1,H2B.Z,174.5,False
AAI52107.1,H2B.Z,174.5,False
AAI64926.1,H2B.Z,174.5,False
AAW24973.1,H2B.Z,170.6,False
CAX70454.1,H2B.Z,170.6,False
CAX70455.1,H2B.Z,170.6,False
CAX75215.1,H2B.Z,170.6,False
CAX75216.1,H2B.Z,170.6,False
CAX75217.1,H2B.Z,170.6,False
BAD92238.1,H2A.Z,235.1,True
AAW25937.1,H2A.Z,228.3,True
CAX71527.1,H2A.Z,228.3,True
CAX71528.1,H2A.Z,228.3,True
CAX77350.1,H2A.Z,228.3,True
CAX77351.1,H2A.Z,228.3,True
CAX77352.1,H2A.Z,228.3,True
CAX77353.1,H2A.Z,228.3,True
CAX77354.1,H2A.Z,228.3,True
CAX77355.1,H2A.Z,228.3,True
CAX77356.1,H2A.Z,228.3,True
CAX77357.1,H2A.Z,228.3,True
CAX77358.1,H2A.Z,228.3,True
CAX77359.1,H2A.Z,228.3,True
CAX77360.1,H2A.Z,228.3,True
CAX77361.1,H2A.Z,228.3,True
CAX77362.1,H2A.Z,228.3,True
CAX77363.1,H2A.Z,228.3,True
RTG82757.1,H2A.Z,228.3,True
TNN15011.1,H2A.Z,228.3,True
AAH88824.1,H2A.Z,183.0,True
BAD84177.1,H2A.Z,160.0,True
NP_001180795.1,H2A.Z,158.4,False
XP_543796.1,H2A.Z,158.4,False
XP_002712698.1,H2A.Z,158.4,False
XP_002928420.1,H2A.Z,158.4,False
XP_003934600.1,H2A.Z,158.4,False
XP_003988491.1,H2A.Z,158.4,False
XP_004281168.1,H2A.Z,158.4,False
XP_004435458.1,H2A.Z,158.4,False
XP_004592638.1,H2A.Z,158.4,False
XP_004693312.1,H2A.Z,158.4,False
XP_006192174.1,H2A.Z,158.4,False
XP_006199949.1,H2A.Z,158.4,False
XP_006170024.1,H2A.Z,158.4,False
XP_006733828.1,H2A.Z,158.4,False
XP_006912706.1,H2A.Z,158.4,False
XP_007082827.1,H2A.Z,158.4,False
XP_007107818.1,H2A.Z,158.4,False
XP_007454691.1,H2A.Z,158.4,False
XP_007533204.1,H2A.Z,158.4,False
XP_007965932.1,H2A.Z,158.4,False
XP_008069396.1,H2A.Z,158.4,False
XP_008138659.1,H2A.Z,158.4,False
XP_008539759.1,H2A.Z,158.4,False
XP_008580591.1,H2A.Z,158.4,False
XP_008705249.1,H2A.Z,158.4,False
XP_009245778.1,H2A.Z,158.4,False
XP_010944766.1,H2A.Z,158.4,False
XP_010987177.1,H2A.Z,158.4,False
XP_011374282.1,H2A.Z,158.4,False
XP_011913874.1,H2A.Z,158.4,False
XP_012303096.1,H2A.Z,158.4,False
XP_012609187.1,H2A.Z,158.4,False
XP_012913328.1,H2A.Z,158.4,False
XP_014689738.1,H2A.Z,158.4,False
XP_014917217.1,H2A.Z,158.4,False
XP_015996029.1,H2A.Z,158.4,False
XP_017383891.1,H2A.Z,158.4,False
XP_017500149.1,H2A.Z,158.4,False
XP_017729003.1,H2A.Z,158.4,False
XP_019307598.1,H2A.Z,158.4,False
XP_019498824.1,H2A.Z,158.4,False
XP_019792833.1,H2A.Z,158.4,False
XP_021546194.1,H2A.Z,158.4,False
XP_022350795.1,H2A.Z,158.4,False
XP_022433359.1,H2A.Z,158.4,False
XP_014596204.2,H2A.Z,158.4,False
XP_024431342.1,H2A.Z,158.4,False
XP_024589232.1,H2A.Z,158.4,False
XP_025310955.1,H2A.Z,158.4,False
XP_025735441.1,H2A.Z,158.4,False
XP_025786497.1,H2A.Z,158.4,False
XP_025850967.1,H2A.Z,158.4,False
XP_026358153.1,H2A.Z,158.4,False
XP_026985338.1,H2A.Z,158.4,False
XP_027449989.1,H2A.Z,158.4,False
XP_027975503.1,H2A.Z,158.4,False
XP_028388452.1,H2A.Z,158.4,False
XP_029062516.1,H2A.Z,158.4,False
XP_029810854.1,H2A.Z,158.4,False
XP_030177945.1,H2A.Z,158.4,False
XP_030660806.1,H2A.Z,158.4,False
XP_030697157.1,H2A.Z,158.4,False
Q4R3X5.1,H2A.Z,158.4,False
BAE02191.1,H2A.Z,158.4,False
ELK11962.1,H2A.Z,158.4,False
ELV10127.1,H2A.Z,158.4,False
EQB78961.1,H2A.Z,158.4,False
PNJ23122.1,H2A.Z,158.4,False
PNJ23123.1,H2A.Z,158.4,False
TEA28828.1,H2A.Z,158.4,False
VFV39372.1,H2A.Z,158.4,False
TKC41467.1,H2A.Z,158.4,False
NP_001180795.1,H2A.1,269.3,False
XP_543796.1,H2A.1,269.3,False
XP_002712698.1,H2A.1,269.3,False
XP_002928420.1,H2A.1,269.3,False
XP_003934600.1,H2A.1,269.3,False
XP_003988491.1,H2A.1,269.3,False
XP_004281168.1,H2A.1,269.3,False
XP_004435458.1,H2A.1,269.3,False
XP_004592638.1,H2A.1,269.3,False
XP_004693312.1,H2A.1,269.3,False
XP_006192174.1,H2A.1,269.3,False
XP_006199949.1,H2A.1,269.3,False
XP_006170024.1,H2A.1,269.3,False
XP_006733828.1,H2A.1,269.3,False
XP_006912706.1,H2A.1,269.3,False
XP_007082827.1,H2A.1,269.3,False
XP_007107818.1,H2A.1,269.3,False
XP_007454691.1,H2A.1,269.3,False
XP_007533204.1,H2A.1,269.3,False
XP_007965932.1,H2A.1,269.3,False
XP_008069396.1,H2A.1,269.3,False
XP_008138659.1,H2A.1,269.3,False
XP_008539759.1,H2A.1,269.3,False
XP_008580591.1,H2A.1,269.3,False
XP_008705249.1,H2A.1,269.3,False
XP_009245778.1,H2A.1,269.3,False
XP_010944766.1,H2A.1,269.3,False
XP_010987177.1,H2A.1,269.3,False
XP_011374282.1,H2A.1,269.3,False
XP_011913874.1,H2A.1,269.3,False
XP_012303096.1,H2A.1,269.3,False
XP_012609187.1,H2A.1,269.3,False
XP_012913328.1,H2A.1,269.3,False
XP_014689738.1,H2A.1,269.3,False
XP_014917217.1,H2A.1,269.3,False
XP_015996029.1,H2A.1,269.3,False
XP_017383891.1,H2A.1,269.3,False
XP_017500149.1,H2A.1,269.3,False
XP_017729003.1,H2A.1,269.3,False
XP_019307598.1,H2A.1,269.3,False
XP_019498824.1,H2A.1,269.3,False
XP_019792833.1,H2A.1,269.3,False
XP_021546194.1,H2A.1,269.3,False
XP_022350795.1,H2A.1,269.3,False
XP_022433359.1,H2A.1,269.3,False
XP_014596204.2,H2A.1,269.3,False
XP_024431342.1,H2A.1,269.3,False
XP_024589232.1,H2A.1,269.3,False
XP_025310955.1,H2A.1,269.3,False
XP_025735441.1,H2A.1,269.3,False
XP_025786497.1,H2A.1,269.3,False
XP_025850967.1,H2A.1,269.3,False
XP_026358153.1,H2A.1,269.3,False
XP_026985338.1,H2A.1,269.3,False
XP_027449989.1,H2A.1,269.3,False
XP_027975503.1,H2A.1,269.3,False
XP_028388452.1,H2A.1,269.3,False
XP_029062516.1,H2A.1,269.3,False
XP_029810854.1,H2A.1,269.3,False
XP_030177945.1,H2A.1,269.3,False
XP_030660806.1,H2A.1,269.3,False
XP_030697157.1,H2A.1,269.3,False
Q4R3X5.1,H2A.1,269.3,False
BAE02191.1,H2A.1,269.3,False
ELK11962.1,H2A.1,269.3,False
ELV10127.1,H2A.1,269.3,False
EQB78961.1,H2A.1,269.3,False
PNJ23122.1,H2A.1,269.3,False
PNJ23123.1,H2A.1,269.3,False
TEA28828.1,H2A.1,269.3,False
VFV39372.1,H2A.1,269.3,False
TKC41467.1,H2A.1,269.3,False
BAD84177.1,H2A.1,178.9,False
AAW25937.1,H2A.1,152.2,False
CAX71527.1,H2A.1,152.2,False
CAX71528.1,H2A.1,152.2,False
CAX77350.1,H2A.1,152.2,False
CAX77351.1,H2A.1,152.2,False
CAX77352.1,H2A.1,152.2,False
CAX77353.1,H2A.1,152.2,False
CAX77354.1,H2A.1,152.2,False
CAX77355.1,H2A.1,152.2,False
CAX77356.1,H2A.1,152.2,False
CAX77357.1,H2A.1,152.2,False
CAX77358.1,H2A.1,152.2,False
CAX77359.1,H2A.1,152.2,False
CAX77360.1,H2A.1,152.2,False
CAX77361.1,H2A.1,152.2,False
CAX77362.1,H2A.1,152.2,False
CAX77363.1,H2A.1,152.2,False
RTG82757.1,H2A.1,152.2,False
TNN15011.1,H2A.1,152.2,False
BAD92238.1,H2A.1,152.1,False
AAH88824.1,H2A.1,132.7,False
AAW24973.1,H2A.1,13.7,False
CAX70454.1,H2A.1,13.7,False
CAX70455.1,H2A.1,13.7,False
CAX75215.1,H2A.1,13.7,False
CAX75216.1,H2A.1,13.7,False
CAX75217.1,H2A.1,13.7,False
NP_001180795.1,canonical_H2A,239.0,True
XP_543796.1,canonical_H2A,239.0,True
XP_002712698.1,canonical_H2A,239.0,True
XP_002928420.1,canonical_H2A,239.0,True
XP_003934600.1,canonical_H2A,239.0,True
XP_003988491.1,canonical_H2A,239.0,True
XP_004281168.1,canonical_H2A,239.0,True
XP_004435458.1,canonical_H2A,239.0,True
XP_004592638.1,canonical_H2A,239.0,True
XP_004693312.1,canonical_H2A,239.0,True
XP_006192174.1,canonical_H2A,239.0,True
XP_006199949.1,canonical_H2A,239.0,True
XP_006170024.1,canonical_H2A,239.0,True
XP_006733828.1,canonical_H2A,239.0,True
XP_006912706.1,canonical_H2A,239.0,True
XP_007082827.1,canonical_H2A,239.0,True
XP_007107818.1,canonical_H2A,239.0,True
XP_007454691.1,canonical_H2A,239.0,True
XP_007533204.1,canonical_H2A,239.0,True
XP_007965932.1,canonical_H2A,239.0,True
XP_008069396.1,canonical_H2A,239.0,True
XP_008138659.1,canonical_H2A,239.0,True
XP_008539759.1,canonical_H2A,239.0,True
XP_008580591.1,canonical_H2A,239.0,True
XP_008705249.1,canonical_H2A,239.0,True
XP_009245778.1,canonical_H2A,239.0,True
XP_010944766.1,canonical_H2A,239.0,True
XP_010987177.1,canonical_H2A,239.0,True
XP_011374282.1,canonical_H2A,239.0,True
XP_011913874.1,canonical_H2A,239.0,True
XP_012303096.1,canonical_H2A,239.0,True
XP_012609187.1,canonical_H2A,239.0,True
XP_012913328.1,canonical_H2A,239.0,True
XP_014689738.1,canonical_H2A,239.0,True
XP_014917217.1,canonical_H2A,239.0,True
XP_015996029.1,canonical_H2A,239.0,True
XP_017383891.1,canonical_H2A,239.0,True
XP_017500149.1,canonical_H2A,239.0,True
XP_017729003.1,canonical_H2A,239.0,True
XP_019307598.1,canonical_H2A,239.0,True
XP_019498824.1,canonical_H2A,239.0,True
XP_019792833.1,canonical_H2A,239.0,True
XP_021546194.1,canonical_H2A,239.0,True
XP_022350795.1,canonical_H2A,239.0,True
XP_022433359.1,canonical_H2A,239.0,True
XP_014596204.2,canonical_H2A,239.0,True
XP_024431342.1,canonical_H2A,239.0,True
XP_024589232.1,canonical_H2A,239.0,True
XP_025310955.1,canonical_H2A,239.0,True
XP_025735441.1,canonical_H2A,239.0,True
XP_025786497.1,canonical_H2A,239.0,True
XP_025850967.1,canonical_H2A,239.0,True
XP_026358153.1,canonical_H2A,239.0,True
XP_026985338.1,canonical_H2A,239.0,True
XP_027449989.1,canonical_H2A,239.0,True
XP_027975503.1,canonical_H2A,239.0,True
XP_028388452.1,canonical_H2A,239.0,True
XP_029062516.1,canonical_H2A,239.0,True
XP_029810854.1,canonical_H2A,239.0,True
XP_030177945.1,canonical_H2A,239.0,True
XP_030660806.1,canonical_H2A,239.0,True
XP_030697157.1,canonical_H2A,239.0,True
Q4R3X5.1,canonical_H2A,239.0,True
BAE02191.1,canonical_H2A,239.0,True
ELK11962.1,canonical_H2A,239.0,True
ELV10127.1,canonical_H2A,239.0,True
EQB78961.1,canonical_H2A,239.0,True
PNJ23122.1,canonical_H2A,239.0,True
PNJ23123.1,canonical_H2A,239.0,True
TEA28828.1,canonical_H2A,239.0,True
VFV39372.1,canonical_H2A,239.0,True
TKC41467.1,canonical_H2A,239.0,True
AAW25534.1,canonical_H2A,214.1,False
CAX70613.1,canonical_H2A,214.1,False
CAX75537.1,canonical_H2A,214.1,False
CAX75538.1,canonical_H2A,214.1,False
CAX75539.1,canonical_H2A,214.1,False
CAX75540.1,canonical_H2A,214.1,False
TNN09668.1,canonical_H2A,214.1,False
BAD84177.1,canonical_H2A,201.8,False
BAD92238.1,canonical_H2A,170.0,False
AAW25937.1,canonical_H2A,168.5,False
CAX71527.1,canonical_H2A,168.5,False
CAX71528.1,canonical_H2A,168.5,False
CAX77350.1,canonical_H2A,168.5,False
CAX77351.1,canonical_H2A,168.5,False
CAX77352.1,canonical_H2A,168.5,False
CAX77353.1,canonical_H2A,168.5,False
CAX77354.1,canonical_H2A,168.5,False
CAX77355.1,canonical_H2A,168.5,False
CAX77356.1,canonical_H2A,168.5,False
CAX77357.1,canonical_H2A,168.5,False
CAX77358.1,canonical_H2A,168.5,False
CAX77359.1,canonical_H2A,168.5,False
CAX77360.1,canonical_H2A,168.5,False
CAX77361.1,canonical_H2A,168.5,False
CAX77362.1,canonical_H2A,168.5,False
CAX77363.1,canonical_H2A,168.5,False
RTG82757.1,canonical_H2A,168.5,False
TNN15011.1,canonical_H2A,168.5,False
AAH88824.1,canonical_H2A,142.2,False
BAD92727.1,macroH2A,322.9,True
NP_001180795.1,macroH2A,193.9,False
XP_543796.1,macroH2A,193.9,False
XP_002712698.1,macroH2A,193.9,False
XP_002928420.1,macroH2A,193.9,False
XP_003934600.1,macroH2A,193.9,False
XP_003988491.1,macroH2A,193.9,False
XP_004281168.1,macroH2A,193.9,False
XP_004435458.1,macroH2A,193.9,False
XP_004592638.1,macroH2A,193.9,False
XP_004693312.1,macroH2A,193.9,False
XP_006192174.1,macroH2A,193.9,False
XP_006199949.1,macroH2A,193.9,False
XP_006170024.1,macroH2A,193.9,False
XP_006733828.1,macroH2A,193.9,False
XP_006912706.1,macroH2A,193.9,False
XP_007082827.1,macroH2A,193.9,False
XP_007107818.1,macroH2A,193.9,False
XP_007454691.1,macroH2A,193.9,False
XP_007533204.1,macroH2A,193.9,False
XP_007965932.1,macroH2A,193.9,False
XP_008069396.1,macroH2A,193.9,False
XP_008138659.1,macroH2A,193.9,False
XP_008539759.1,macroH2A,193.9,False
XP_008580591.1,macroH2A,193.9,False
XP_008705249.1,macroH2A,193.9,False
XP_009245778.1,macroH2A,193.9,False
XP_010944766.1,macroH2A,193.9,False
XP_010987177.1,macroH2A,193.9,False
XP_011374282.1,macroH2A,193.9,False
XP_011913874.1,macroH2A,193.9,False
XP_012303096.1,macroH2A,193.9,False
XP_012609187.1,macroH2A,193.9,False
XP_012913328.1,macroH2A,193.9,False
XP_014689738.1,macroH2A,193.9,False
XP_014917217.1,macroH2A,193.9,False
XP_015996029.1,macroH2A,193.9,False
XP_017383891.1,macroH2A,193.9,False
XP_017500149.1,macroH2A,193.9,False
XP_017729003.1,macroH2A,193.9,False
XP_019307598.1,macroH2A,193.9,False
XP_019498824.1,macroH2A,193.9,False
XP_019792833.1,macroH2A,193.9,False
XP_021546194.1,macroH2A,193.9,False
XP_022350795.1,macroH2A,193.9,False
XP_022433359.1,macroH2A,193.9,False
XP_014596204.2,macroH2A,193.9,False
XP_024431342.1,macroH2A,193.9,False
XP_024589232.1,macroH2A,193.9,False
XP_025310955.1,macroH2A,193.9,False
XP_025735441.1,macroH2A,193.9,False
XP_025786497.1,macroH2A,193.9,False
XP_025850967.1,macroH2A,193.9,False
XP_026358153.1,macroH2A,193.9,False
XP_026985338.1,macroH2A,193.9,False
XP_027449989.1,macroH2A,193.9,False
XP_027975503.1,macroH2A,193.9,False
XP_028388452.1,macroH2A,193.9,False
XP_029062516.1,macroH2A,193.9,False
XP_029810854.1,macroH2A,193.9,False
XP_030177945.1,macroH2A,193.9,False
XP_030660806.1,macroH2A,193.9,False
XP_030697157.1,macroH2A,193.9,False
Q4R3X5.1,macroH2A,193.9,False
BAE02191.1,macroH2A,193.9,False
ELK11962.1,macroH2A,193.9,False
ELV10127.1,macroH2A,193.9,False
EQB78961.1,macroH2A,193.9,False
PNJ23122.1,macroH2A,193.9,False
PNJ23123.1,macroH2A,193.9,False
TEA28828.1,macroH2A,193.9,False
VFV39372.1,macroH2A,193.9,False
TKC41467.1,macroH2A,193.9,False
BAD84177.1,macroH2A,177.1,False
AAW25534.1,macroH2A,176.2,False
CAX70613.1,macroH2A,176.2,False
CAX75537.1,macroH2A,176.2,False
CAX75538.1,macroH2A,176.2,False
CAX75539.1,macroH2A,176.2,False
CAX75540.1,macroH2A,176.2,False
TNN09668.1,macroH2A,176.2,False
BAD92238.1,macroH2A,147.8,False
AAW25937.1,macroH2A,145.6,False
CAX71527.1,macroH2A,145.6,False
CAX71528.1,macroH2A,145.6,False
CAX77350.1,macroH2A,145.6,False
CAX77351.1,macroH2A,145.6,False
CAX77352.1,macroH2A,145.6,False
CAX77353.1,macroH2A,145.6,False
CAX77354.1,macroH2A,145.6,False
CAX77355.1,macroH2A,145.6,False
CAX77356.1,macroH2A,145.6,False
CAX77357.1,macroH2A,145.6,False
CAX77358.1,macroH2A,145.6,False
CAX77359.1,macroH2A,145.6,False
CAX77360.1,macroH2A,145.6,False
CAX77361.1,macroH2A,145.6,False
CAX77362.1,macroH2A,145.6,False
CAX77363.1,macroH2A,145.6,False
RTG82757.1,macroH2A,145.6,False
TNN15011.1,macroH2A,145.6,False
AAH88824.1,macroH2A,115.6,False
NP_001180795.1,H2A.W,207.1,False
XP_543796.1,H2A.W,207.1,False
XP_002712698.1,H2A.W,207.1,False
XP_002928420.1,H2A.W,207.1,False
XP_003934600.1,H2A.W,207.1,False
XP_003988491.1,H2A.W,207.1,False
XP_004281168.1,H2A.W,207.1,False
XP_004435458.1,H2A.W,207.1,False
XP_004592638.1,H2A.W,207.1,False
XP_004693312.1,H2A.W,207.1,False
XP_006192174.1,H2A.W,207.1,False
XP_006199949.1,H2A.W,207.1,False
XP_006170024.1,H2A.W,207.1,False
XP_006733828.1,H2A.W,207.1,False
XP_006912706.1,H2A.W,207.1,False
XP_007082827.1,H2A.W,207.1,False
XP_007107818.1,H2A.W,207.1,False
XP_007454691.1,H2A.W,207.1,False
XP_007533204.1,H2A.W,207.1,False
XP_007965932.1,H2A.W,207.1,False
XP_008069396.1,H2A.W,207.1,False
XP_008138659.1,H2A.W,207.1,False
XP_008539759.1,H2A.W,207.1,False
XP_008580591.1,H2A.W,207.1,False
XP_008705249.1,H2A.W,207.1,False
XP_009245778.1,H2A.W,207.1,False
XP_010944766.1,H2A.W,207.1,False
XP_010987177.1,H2A.W,207.1,False
XP_011374282.1,H2A.W,207.1,False
XP_011913874.1,H2A.W,207.1,False
XP_012303096.1,H2A.W,207.1,False
XP_012609187.1,H2A.W,207.1,False
XP_012913328.1,H2A.W,207.1,False
XP_014689738.1,H2A.W,207.1,False
XP_014917217.1,H2A.W,207.1,False
XP_015996029.1,H2A.W,207.1,False
XP_017383891.1,H2A.W,207.1,False
XP_017500149.1,H2A.W,207.1,False
XP_017729003.1,H2A.W,207.1,False
XP_019307598.1,H2A.W,207.1,False
XP_019498824.1,H2A.W,207.1,False
XP_019792833.1,H2A.W,207.1,False
XP_021546194.1,H2A.W,207.1,False
XP_022350795.1,H2A.W,207.1,False
XP_022433359.1,H2A.W,207.1,False
XP_014596204.2,H2A.W,207.1,False
XP_024431342.1,H2A.W,207.1,False
XP_024589232.1,H2A.W,207.1,False
XP_025310955.1,H2A.W,207.1,False
XP_025735441.1,H2A.W,207.1,False
XP_025786497.1,H2A.W,207.1,False
XP_025850967.1,H2A.W,207.1,False
XP_026358153.1,H2A.W,207.1,False
XP_026985338.1,H2A.W,207.1,False
XP_027449989.1,H2A.W,207.1,False
XP_027975503.1,H2A.W,207.1,False
XP_028388452.1,H2A.W,207.1,False
XP_029062516.1,H2A.W,207.1,False
XP_029810854.1,H2A.W,207.1,False
XP_030177945.1,H2A.W,207.1,False
XP_030660806.1,H2A.W,207.1,False
XP_030697157.1,H2A.W,207.1,False
Q4R3X5.1,H2A.W,207.1,False
BAE02191.1,H2A.W,207.1,False
ELK11962.1,H2A.W,207.1,False
ELV10127.1,H2A.W,207.1,False
EQB78961.1,H2A.W,207.1,False
